translation,transliteration,charater_count
"76 kutānu-textiles cost 6 minas 40 shekels of silver, 3 black donkeys cost 40+<gap> shekels of silver. 15 minas of tin for expenses at 13 shekels :1, its price in silver 1 mina 9 shekels.",76 TÚG ku-ta-nu 6 ma-na 40 GÍN KÙ.BABBAR it-bu-lu 3 ANŠE ṣa-lá-mu 2/3 ma-na <gap> GÍN KÙ.BABBAR it-bu-lu 15 ma-na AN.NA qá-tim 13 GÍN.TA KÙ.BABBAR-áp-šu 1 ma-na 9 GÍN,166
2 pieces of cloth worth 2/3 mina of silver for Ilī-bāni; 5/6 mina of 2 shekels of silver for <gap> pieces of cloth for Aṣšur-emūqī; we will add these cloths to the 10 pieces of cloth we gave to the palace.,2 TÚG 2/3 ma-na KÙ.BABBAR I-lí-ba-ni <gap> TÚG 5/6 ma-na 2 GÍN KÙ.BABBAR A-šur-e-mu-qí TÚG.HI.A a-ni-ú-tim a-ṣé-er 10 TÚG.HI.A ša a-na É.GAL-lim ni-dí-nu nu-ra-dí,162
"Witnessed by Aššur-idī, by Bēlānum, by Bēlum-bāni son of Kasiya.",IGI A-šur-i-dí IGI Bé-lá-nim IGI Be-lúm-ba-ni DUMU Kà-sí-a,58
He will pay 1 mina 7 1/2 shekels of silver in 8 months and 1 mina 7 1/2 shekels in 4 months.,1 ma-na 7 1/2 GÍN KÙ.BABBAR a-na ITI.8.KAM i-ša-qál ù 1 ma-na 7 12 GÍN a-na ITI.14.KAM i-ša-qál,95
Both of you should split the envelope <gap>and seal it again and leave it for Aššur-nimrī.,ki-lá-lá-ku-nu-ma li-tí-a-šu-ma ri-hi ú tù-ra-ma ku-un-kà-šu-ma a-šar A-šùr-ni-im-ri e-ez-ba-šu,95
"Of the 5/6 mina of silver and 1/3 mina 5 shekels from the proceeds of a fine kutānu-textile, which I have as a claim on Iddin-abum – thereof he has given me 1 talent 23 1/2 minas of copper, reckoned at the exchange rate 1 : 40 1/12.",i-na 5/6 ma-na KÙ.BABBAR ù 1/3 ma-na 5 GÍN ša ší-im ku-ta-nim SIG5 ša i-na li-bi I-dí-a-bi-im i-šu-ú ŠÀ.BA 1 GÚ 23 1/2 ma-na URUDU 2/3 GÍN 15 ŠE.TA i-dí-nam,156
"Your representatives gave me 7 talents and 20 minas of dirty wool in Luhuzattiya, and also there, 1 talent 50 minas of ušītum-wool <gap> I took in Šamuha <gap> and all of this I took in Šamuha <gap> 300 kipunani and 100 combs, which your representatives gave me in Luhuzattiya, <gap> I have bought rope in Šamuha.",7 GÚ 20 ma-na SÍG.HI.A lá-hu-tám ša ki-ma ku-a-tí i-Lu-hu-za-ti-a-e i-dí-nu-nim 1 GÚ 50 ma-na SÍG.HI.A ú-ší-tám áš-ra-kam-ma i-dí-nu-nim <gap> i-Ša-mu-ha al-qé <gap> mì-ma a-nim i-na Ša-mu-ha ra al-qé <gap> 3 me-at ki-pú-na-ni ú 1 me-at mu-uš-ṭá-tim ša ki-ma ku-a-tí i-Lu-hu-za-ti-a i-dí-nu-nim <gap> i-Ša-mu-ha-a eb-li áš-ta-a-am,330
Seal of Šu-Bēlum son of Issu-arik;,KIŠIB Šu-Be-lim DUMU I-sú-SUD<gap>,34
"<gap> on the narrow track, and either to Durhumit or to Tišmurna, wherever <gap> that I have promised to you.",<gap> <gap> ha-ra-an sú-qí-nim-ma a-na Du-ur-hu-mì-it ú-là Ti-iš-mu-ur-na a-li <gap> <gap> qá-bi4-a-ku-ni-tí-ni <gap>,117
5 wagon-loads of firewood he will haul here now.,5 e-re-qá-tim ša e-ṣé-e a-ni i-ša-da-dam,40
"The seal of Kaniš kārum. To settle the debt of Aššur-emūqī, son of Buzutaya, he weighed 6 mina of purified silver for his son Ištar-bāni Kaniš kārum.",ú-ṣa-áb KIŠIB kà-ri-im Kà-ni-iš 6 ma-na KÙ.BABBAR ṣa-ru-pá-am ší-hi-tám ša A-šùr-e-mu-qí DUMU Bu-zu-ta-a Ištar-ba-ni me-ra-šu a-na kà-ri-im Kà-ni-iš iš-qú-ul iš-tù,163
"Ennum-Aššur says, tell Pilah-Ištar: We delivered the 5 mina of silver that you sent to me and the 5 shekels of silver, which is the šaddu'ātum tax of Tūram-ilī, to the City, to the address of your representative, to Šū-Bēlum, son of Damqum, in the company of Abaya, the caravan escort of Atata, son of Amur-Ištar, according to your instructions.",um-ma En-um-A-šur-ma a-na Pì-lá-ah-Ištar qí-bi4-ma 5 ma-na KÙ.BABBAR qí-bi4-ma 5 ma-na KÙ.BABBAR ku-nu-ki-kà ù 5 GÍN KÙ.BABBAR ša-du-a-sú ša Tù-ra-am-DINGIR tù-šé-bi4-lá-ni ma-lá té-er-tí-kà a-na A-lim{ki} a-ṣé-er ša ki-ma ku-a-tí a-na Šu-Be-lim DUMU SIG5 ša É A-ba-a kà-ṣa-ar A-ta-ta DUMU A-mur-Ištar ni-ip-qí-id-ma iš-tí,322
"From the month of Hubur, after the year of Isaiah, until the following year, he shall weigh out 1/2 mina of silver.",iš-tù ITU.1.KAM Hu-bu-ur li-mì-im ša qá-té I-sà-a 1/2 ma-na KÙ.BABBAR a-na ša-na-at i-ša-qal,92
"The seal of Humundašu, son of <gap>ma;",KIŠIB Hu-mu-un-da-šu DUMU<gap>-ma,33
"1/2 mina, a carcass -",1/2 ma-na pá-ag-ru-um,21
"Aššur-imittī, Kurub-Ištar and Aššur-bāni say: Tell Sakliya, Ikūn-pīya and Ašašuwa, especially Sakliya!",um-ma A-šur-i-mì-tí Kur-ub-Ištar ù A-šur-ba-ni-ma a-na Sà-ak-lí-a I-ku-pí-a ù A-ša-šu-wa a-na Sà-ak-lí-a qí-bi-ma a-na,118
To Ennam-Aššur from Šāt-Anna:,a-na En-nam-A-šur qí-bi-ma um-ma Ša-ta-na-ma,44
"20 minas of good copper, 10 shekels of silver, 4 bottles, 10 combs, 1015 nails, 14 <gap>, 4 women's shoes, 5 wax sticks for the <gap>of the people of Huturut: All this I also placed at his disposal.",20 ma-na URUDU SIG5 10 GÍN KÙ.BABBAR 4 ší-kà-tim 10 mu-uš-tá-ti-im 1 me-at 15 ṣí-pá-ra-tim 14 ší-<gap>-maš-kam e-pá-tù-ni 4 šé-na-tim ša ší-ni-iš-tim 5 iš-ku-ru ša a-ṣú-ra-ri ša hu-tù-ra-i-e mì-ma a-nim a-ha-ma a-qá-tí-šu a-dí-in,229
"The witnesses were Baziya, son of Ilī-kurub; Ennam-Aššur, son of Ennānum; Aššur-<gap>; Aššur-<gap>; Ti-<gap>, son of Ilī-<gap>",ip-qí-du IGII Ba-zi-a DUMU DINGIR-Ku-ru-ub IGI E na-am-A-šùr DUMU E-na-nim IGI A-šùr-IGI A-šùr-<gap>IGI Tí DUMU I-lí,116
"Before Ilī-malak, before Aššur-taklāku, before Amur-Ištar.",ša-ak-na-at IGI DINGIR-ma-lá-ak IGI A-šùr-ta-ak-lá-ku IGI A-mur-Ištar,69
"When the silver is <gap>, they will pay the price of the amūtum from the value of the amūtum and <gap>they will give us even 1 shekel of silver. Record it for me on your tablet so that we may make a deal.",gam-ra-kum i-nu-mì KÙ.BABBAR i-ší-im a-mu-tim tù ší-ma-am ša a-mu-tim i-ša-bi4-ú-ma KÙ.BABBAR 1 GÍN e-li-ú-ni-atí i-na ṭup-pì-kà lu-up-támma lu ni-iš-a-am,154
I said: On the day of <gap>he will come <gap> he will come and thus <gap>I wrote to you <gap>,um-ma a-na-ku-ma i-na u4-um <gap> be-lí <gap>i-lá-ka-am ú a-na <gap>ra-al <gap> <gap>i-lá-kà-ma <gap>um-ma NI-ma <gap>bu-sà-ma áš-pu-ra-ku-um ZA-AK <gap>,153
It is yours. Let your instruction come to Šuma-libbi-Aššur so that he may give me way.,lu ku-a-um té-er-ta-kà a-ṣé-er Šu-ma-li-bi4-A-šur li-li-kam-ma ha-ra-nam li-dí-na-am šu-ma lá šu-a-tí,101
"Aššur-dān entered with Kula and Aššur-dān said to Kula: ""Did you not take 5 minas of silver from Hanānum?"" Kula answered: ""Would I really have taken 5 minas of silver all alone?",A-šùr-dan a-na ṣé-er Ku-la e-ru-ba-ma um-ma A-šùr-dan-ma a-na Ku-la-ma 5 ma-na KÙ.BABBAR iš-tí Ha-na-nim lá tal-qé-e um-ma Ku-lá-ma a-na-ku we-dí-a-ma-a 5 ma-na KÙ.BABBAR al-qé,176
"To Aššur-nādā and Uṣur-ša-Aššur from Aššur-taklāku: Open the tablet containers and give the certified tablet regarding the debt of Aššur-nādā, the son of Ah-šalim, of 1 mina of silver to him.",a-na A-šùr-na-da Ú-ṣú-ur-ša-A-šùr qí-bi4-ma um-ma A-šur-ta-ak-la-ku-ma ṣí-li-a-ni ša ṭup-pè pí-té-a-ma ṭup-pá-am ha-ar-ma-am ša hu-bu-ul A-šur-na-da DUMU Ah-ša-lim ša 1 ma-na KÙ.BABBAR dí-na-šu-um,196
This allocation document is a copy of the enveloped tablet regarding Libbaya's debt.,ta-ah-sí-is-tum a-ni-tum me-eh-ra-at ṭup-pí-im ha-ar-mì-im ša hu-bu-ul Li-ba-a-a,80
I carried 11 1/3 minas of silver to Wašhaniya '<gap>' in Šu-Hubur and Ilī-ālum.,a-la-qé 11 1/3 ma-na KÙ.BABBAR a-na Šu-Hu-bur ù I-lí-a-lim <gap>-<gap>-<gap> Wa-áš-ha-ni-a ú-bi4-il5,100
I gave 6 shekels of silver for Imri-muša to manage.,A-ha-ha 6 GÍN KÙ.BABBAR ša Im-ri-mu-ša a-be-a-lim a-dí-in 1 né-pí-šu-um,71
"For the upper load of the donkey, consisting of the cloths that Lā-qēpum left as collateral to Šamaš-tappāī for the care of the donkeys;",e-li-tám ša TÚG.HI-tu a-na ša-pár-tim a-na na-áb-ri-tí ANŠE.HI.A {d}UTU-tap-pá-i ša Lá-qé-pí-im i-dí-ma 10 GÍN KÙ.BABBAR,120
Weigh the remaining money of Puzur-Aššur.,ší-tí KÙ.BABBAR ša Puzur4-A-šùr ša-áš-qí-lá a-dí 5 u4-me-e,58
I will pass through Zalpa; I will send you silver from Zalpa for their food.,qí-bi4-ma a-na Za-al-pá e-tí-iq KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu iš-tù Za-al-pá ú-še-ba-lá-ki-im,95
Let Kuliya personally bring it here.,Ku-li-a i-pá-ni-šu-nu lu-ub-lam,31
"As soon as you enter Kaniš, let news come to me about the number of fabrics that entered from there; the weight of the tin and the amount that entered the palace.",ki-ma a-Kà-ni-iš té-ru-ba-ni mu-nu-ut TÚG.HI.A ù šu-qú-ul-tí AN.NA ša a-lá-nu-ma e-ru-bu-ni ù ma-lá a-na É.GAL-lim e-ru-bu-ú té-er-tá-kà a-šé-ri-a li-li-kam,156
"You, my brother, make my merchandise from the convoy of Anālī and the merchandise from Hahhum into silver, so that it receives a ring of 1 mina of silver.",a-hi a-ta lu-qú-tí ša šé-ep A-na-lí ù lu-qú-tám ša Ha-hi-im a-na KÙ.BABBAR ta-e-er-ma KÙ.BABBAR 1 ma-na i-ṣa-áb-tám li-ir-ší,124
These kutānu-textiles that <gap>later <gap>,ku-ta-ni a-ni-ú-tim ša wa-ar-kà-nim <gap>,41
" From Aššur-idī to Alāhum, Aššur-nādā, Ilī-ālum and Aššur-taklāku: The 8 textiles are mine; I gave him 1 mina of tin for expenses; one-fifth of a donkey—all this belongs to me. 1 kutānu-textile belongs to Ṭāb-ṣill-Aššur; 1 kutinu-textile belongs to Ištar-pilah—give that to Ilī-ālum.",um-ma A-šùr-i-dí-ma a-na A-lá-hi-im A-šur-na-da Ì-lí-a-lim ù A-šur-ta-ak-lá-ku qí-bi-ma 8 TÚG ku-ta-nu i-a-ú-tum 1 ma-na AN.NA a-qá-tí-šu a-dí-in ha-mu-uš-tí ANŠE mì-ma a-nim i-a-um 1 TÚG ku-ta-nu-um ša Ṭá-áb-ṣí-li-A-šur 1 ku-tí-num ša Ištar-pí-lá-ah a-na Ì-lí-a-lim,266
" Seal of Anah-ilī, son of Ṭāb-ṣilli-Aššur",KIŠIB A-na-ah-ì-lí DUMU DÙG-ṣí-lá-A-šùr,39
You did not send me anything.,šé-bi4-lam a-ta mì-ma lá tù-uš-té-bi-lam i-na,45
"to Ennam-Aššur son of Uzuwa, Hannaya, Iddin-Kūbum, Aššur-imittī son of Dudiki, Ennam-Aššur and Ali-ahum.",a-na En-um-A-šùr DUMU Ú-zu-a Ha-na-a I-dí-Ku-bi4-im A-šur-i-mì-tí DUMU Du-dí-ki En-um-A-šùr ù A-lá-hi-im,104
"Come here, and I will not keep you waiting here for even a day.",et-qam-ma a-na-kam u4-ma-am iš-té-en6 lá uš-bi-at-kà,52
From Tūram-ili to Ennam-Aššur and Šu-Kūbum;,um-ma Tù-ra-mì-ili5-ma a-na En-um-A-šùr ù Šu-Ku-bi-im qí-bi-ma,62
Take care to dry the chaff. Let Alāhum buy oxen of good quality and gather the straw.,ša-ma tù-hi ih-da-ma a-bi4-lá GUD.HI.A SIG5 A-lá-hu-um li-iš-a-ma tí-ib-nam pá-hi-ra,84
I will select your fabrics and designate the minased sacks according to your instructions.,a-ma-lá té-er-tí-ku-nu TÚG šú-ba-tí-ku-nu a-bi4-ar-ma ú na-ru-qá-tim ut-ha-ra-am a-ša-kán,89
Ennānum did not give me any silver.,KÙ.BABBAR En-na-num ú-lá i-dí-nam,33
" Let him produce witnesses that he gave it to me, then I shall pay you 1 1/2 mina of silver! Seize Ennānum there and have him give you the 1/2 mina 2 shekels of silver under my seal.", a-šar i-dí-na-ni ši-bi4 lu-šé-li-a-ma 1 1/2 ma-na KÙ.BABBAR a-ša-qá-lá-ku-um a-ma-kam En-na-nàm ṣa-áb-ta-ma 1/2 ma-na 2 GÍN KÙ.BABBAR ku-nu-ki-a li-dí-na-ku-nu-tí,
"2 donkeys for 33 shekels of silver, 2 donkeys for 25 1/2 shekels of silver, 1 1/2 shekel of silver from the price of a textile, when he bought a tisābu-garment for his wife – in all 1 mina of silver due from Alutani Hušanālum, witnessed by Hunadadu'a, his son-in-law and the <gap>of Alutani, and by Bazazaya.",2 e-ma-re-e a-na 1/2 ma-na 3 GÍN KÙ.BABBAR 2 e-ma-re a-na 1/3 ma-na 5 1/2 GÍN KÙ.BABBAR 1 1/2 GÍN KÙ.BABBAR i-na ší-im TÚG-ba-tim ša a-na a-ší-tí-šu tí-sà-ba-am iš-ú-mu-ú ŠU.NIGIN 1 ma-na KÙ.BABBAR i-na li-bi A-lu-ta-ni Hu-ša-na-lim IGI Hu-na-da-du-a e-me-šu ú ší-ší-im ša A-lu-ta-ni IGI Ba-za-za-a,298
" 45 shekels of silver, the price of 2 donkeys Ašdunani Hušanālum owes, witnessed by Hunadadu, by Hurdunani.",2/3 ma-na 5 GÍN KÙ.BABBAR ší-im 2 ší-na e-ma-re Áš-du-na-ni Hu-ša-na-lim ha-bu-ul IGI Hu-na-da-du-a IGI Hu-ur-du-na-ni,
"Give him his wages, <gap>+5 shekels of silver.",<gap>+ 5 GÍN KÙ.BABBAR ig-ri-šu dí-na-šu,40
 Give 20 minas of wool belonging to Šazuwa to Issu-arik and let him bring it to your storeroom.,20 ma-na SÍG.HI.A ša Ša-zu-a a-na I-sú-ri-ik dí-na-ma a-na hu-ur-ší-kà lu-bi-il5,
"When Aššur-nādā was about to leave on a journey Aššur-nādā, son of Ah-šalim, and Abī-ilī settled accounts as follows: When he comes up from the City Aššur-nādā will give 15 minas of tin to Abī-ilī, who will pay him not less than 2 minas of silver and then Abī-ilī does not owe anything to Aššur-nādā.",ba-áb ha-ra-ni-šu ša A-šur-na-da A-šur-na-da DUMU Ah-ša-lim ù A-bi4-ì-lí ni-kà-sí i-sí-ú-ma iš-tù a-lim{ki} i-na e-lá-i-šu 15 ma-na AN.NA A-šur-na-da a-na A-bi4-ì-lí i-da-an-ma 2 ma-na KÙ.BABBAR ú-lá i-ba-ta-aq-šum ra <gap>i-na li-bi4 A-bi4-ì-lí A-šur-na-da ú-lá i-šu-ú,269
"He entrusted it for shipment to me for the second time, but I have not yet obtained it.",ha-bu-lu iš-ni-am ip-qí-dam-ma a-dí-ni ú-lá al-qé,49
 The silver that Salibu owes we have not yet received. ,KÙ.BABBAR ša Sà-li-bu ha-bu-lu-ni a-dí-ni ú-lá ni-im-hu-ur,
"Aššur-imittī says: Tell Enna-Su'en, Ennam-Aššur, Amur-A-šur, Ikūn-pī-Aššur and Ištar-<gap>! Especially Tell Ikūn-pī-Ištar!",um-ma A-šur-i-mì-tí-ma a-na E-na-Sú-en6 E-na-A-šùr A-mur-A-šur I-ku-pí-Ištar ù Ištar-<gap>qí-bi-ma a-na I-ku-pí-Ištar qí-bi-ma Ištar-ra-bi4-a-at,144
"Thus Puzur-Anna and Aššur-rabi, say to Šu-Bēlum: ""As soon as you had gone, after your departure, the 1 mina 23 shekels of fine quality pašallu-gold in the shape of rings, which you had spotted, Aššur-mālik, son of Erraya, and Adad-ṣulūlī have shipped to you, to Kanesh.",um-ma rPuzur41-A-na ù A-šur-ra-bi-ma a-na Šu-Be-lim qí-bi-ma ki-ma a-ta ta-ta-al-ku wa-ar-ki-kà-ma 1 1/3 ma-na 3 GÍN KÙ.GI pá-šál-lam SIG5 a-ni-qí ša ta-mu-ru A-šur-ma-lik DUMU Èr-ra-a ù {d}IŠKUR-ṣú-lu-li a-šé-ri-kà a-na Kà-ni-iš i-tab-ku,238
Do not focus on taking all of the silver.,a-na kà-lá KÙ.BABBAR lá-qá-im ú-za-kà lá i-ba-ší,48
He received the silver according to the week of the qāšum-official after Lā-qēp and Ilī-ālum.,iš-tù ha-muš-tim ša kà-ší-im ša qá-tí Lá-qé-ep ú Ì-lí-a-lim KÙ.BABBAR il5-qé 1 1/2 GÍN.TA,89
"Tell Šu-Ištar! If they give you a negative response, the responsibility is yours; it's not theirs.",a-na Šu-Ištar qí-bi4-ma šu-ma ša pì-iš-tim e-pá-al-kà qá-qá-ad-kà ma-ha-aṣ ú-lá šu-wa-tí ra-ki-is,97
There is no one from the hupšum class to buy the gold!,hu-up-šu-um ma-ma-an ša KÙ.GI i-lá-qé-ú lá i-ba-ší,50
"What happened to the matter you spoke about and said, 'I will bring the golden medallion for Lipit-Anum'?",qí-bi4-ma a-li-BA a-wa-tum8 ša ta-tawa-ni ša um-ma a-ta-ma ša-am-šaam a-na Li-ip-tanim ú-ša-áš-kà-at,100
The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,lá-li-ik a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša A-šùr ší-bu-tí-ni,96
I paid 9 minas of silver to Šu-Laban and Luzina.,9 ma-na KÙ.BABBAR a-na Šu-Lá-ba-an ù Lu-zi-na áš-qúl iš-tù,58
2 shekels for 2 wagonloads of straw. 1 1/2 shekels for the reed.,2 GÍN 2 e-ri-qé-en ša tí-ib-ni-im 1 1/2 GÍN a-na qá-nu-e,56
"You are my brother, be vigilant and send my servants to me!",a-hi a-ta ṣú-ha-ri-a i-hi-id-ma tur4-dam a-na-ku,48
"Aššur-ṭāb answered: ""You owe 1 talent of silver. I take responsibility for holding you."" ",um-ma A-šùr-DÙG-ma 1 GÚ KÙ.BABBAR ha-bu-lá-tí ma-aṣ-a-ku ú-kà-al-kà,67
"Ennam-Aššur said: ""Do keep in mind what was sworn by the City and the king – that he detains me although I do not owe him anything!"" The Hurama colony gave us for these proceedings and we gave our testimony before Aššur's dagger.", um-ma En-nam-A-šur-ma ša ni-iš A-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ša lá ha-bu-lá-ak-šu-ni-ma sí-ki ú-kà-lu a-na a-wa-tim a-ni-a-tim kà-ru-um Hu-ra-ma i-dí-ni-a-tí-ma IGI GÍR ša A-šur ší-bu-tí-ni,
Do not send any silver to the City. Give the silver to my servants and let it remain in my house. God forbid that the matter descends on me so that someone makes me go to the Gate of the God and I and you too become unhappy.,na-dí KÙ.BABBAR mì-ma a-na A-lim{ki} lá tù-šé-ba-lá KÙ.BABBAR a-na ṣú-ha-ri-a dí-na-ma i-bé-tí-a li-bi-ší a-sú-ri a-wa-tum e im-qú-ta-ma ma-ma-an a-na ba-áb DINGIR-lim e ú-ša-ak-ší-da-ma li-bi ù li-ba-ku-nu,206
Weigh out half a mina of silver from the price of the fabrics brought by Enna-Ash-itar and give it to Enna-Ash-itar.,i-ší-im TÚG.HI-tí ša E-na-A-šùr na-áš-ú 1/2 ma-na KÙ.BABBAR a-na E-na-A-šùr šu-uq-lá,84
I took Dadaya's silver.,ša Da-da-a-a a-na-ku al-qé,26
"Say to Puzur-Aššur and Ikūn-pī-Aššur, thus Šu-Ištar: ""Please, my lords, take care to make Idnāya pay the silver and the interest on it. Consider where silver of Idnāya, if only 10 shekels, may turn up.",a-na Puzur4-A-šur ú I-ku-pì-A-šur qí-bi4-ma um-ma Šu-Ištar-ma be-lu-ú-a a-tù-nu i-hi-da-ma KÙ.BABBAR ú ṣí-ba-sú-ú Id-na-a ša-áš-qí-lá a-le-e KÙ.BABBAR Id-na-a 10 GÍN e-li-a-ni mì-li-ik,184
"If the man indeed has silver, then warn Šamaš-bāni that he must not allow him to drink water.",šu-ma a-wi-lu-um KÙ.BABBAR i-šu-ú {d}UTU-ba-ni na-hi-da-ma a-na ma-e ša-tá-e-em lá ú-ša-ar-šu,
The silver is your silver!,KÙ.BABBAR-pu-um KÙ.BABBAR-áp-kà,
"From the festival of Nipas, at the time agreed with them, on the next festival of Nipas they will pay the silver. The silver is bound on who of them is solvent.",iš-tù ša Ni-pá-is a-na e-tí-šu-nu i-na ša Ni-pá-is KÙ.BABBAR i-ša-qú-lu i-na qá-qá-ad šál-mì-šu-nu KÙ.BABBAR ra-ki-is,117
In the presence of Irišum.,IGI I-ri-ší-im,14
1 1/2 mina: Nab-Suen and Ennam-Ištar.,1 1/2 ma-na Na-ab-Sú-in I-nu-um-Ištar,37
 1 1/3 mina 2 shekels: Ahu-waqar son of Abaya., 1 1/3 ma-na 2 GÍN A-hu-qar DUMU A-ba-a-a,
 1 mina 13 shekels: Eri-ili and his brother Šu-Ištar.,1 ma-na 13 GÍN E-ri-DINGIR ù Šu-Ištar a-hu-šu,
 1 mina 15 shekels is owed by Mannu-ki-iliya; he is to pay when the grain is ripe.,1 ma-na 15 GÍN KI Ma-nu-ki-DINGIR-a i-ku-bu-ur ú-ṭí-TÍ-tim i-ša-qál,
 If he has not paid in time 1/3 mina per mina will accrue as interest., šu-ma lá eš-qúl 1 ma-na-um 1/3 ma-na i-lá-ak,
" From the eponymy of Iddin-Suen son of Šuli. 10 shekels of olives, 1 mina of copper from <gap>, 1/3 mina less 2 shekels is owed by Ilšu-dan.",iš-tù li-mì-im ša I-dí-Sú-in DUMU Šu-lí 10 GÍN za-ar-ta-nim 1 ma-na URUDU ša bíl-li-tim 1/3 ma-na LÁ 2 GÍN,
"If he does not weigh it, he will add interest of one and a half shekels per month.",i-ša-qal šu-ma lá iš-qúl 1 1/2 GÍN.TA a-na ITU.KAM-im ṣí-ib-tám ú-ṣa-áb,71
They themselves will carry the grain to Kaniš.,i-du-nu ù-ṭá-tám a-na Kà-ni-iš{ki} šu-nu-ma i-ša-du-du-nim,58
3 1/2 minas 2 1/2 sequels of refined silver have been paid to Elamma Iliš-takkil good.,3 1/2 ma-na 2 1/2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er E-lá-ma Ì-lí-iš-ta-ki-il5 i-šu iš-tù ha-mu-uš-tim,101
Let your news <gap>come here <gap>send the silver to me.,té-èr-ta-kà li-li-kam KÙ.BABBAR ša ší-lu šé-bi-lam,50
"<gap>fabrics, as much became available, Puzurum will give to Puzurum.",<gap> TÚG.HI.A ma-lá iz-ku-ni Pu-zu-ur-um a-na Pu-zu-ur-im i-dá-na-ni,69
"<gap> minas silver, the deductions for it additionally, and 1 mina gold, the deductions for it are in silver enclosed, the taxes of silver and gold are paid, under the seals of the merchant, entrusted, on behalf of the merchant, Bēlum-bāni, son of Aššur-bēl-awātim, to Aššur-ṭāb, son of Kīkī, and der brought it to Aššur-ṭāb, Ikuppīya, son of Šu-Su'en, and Ikuppīya, son of Sumānum, for purchases in the city.",<gap> ma-na KÙ.BABBAR ni-is-ha-sú DIRI 1 ma-na KÙ.GI ni-is-ha-sú KÙ.BABBAR na-dí ša-du-a-sú ša KÙ.BABBAR ù KÙ.GI ša-bu ku-nu-ki ša DAM.QAR ki-ma DAM.QAR Be-lúm-ba-ni DUMU A-šùr-be-el-a-wa-tim a-na A-šùr-DÙG DUMU Ki-ki ip-qí-id-ma a-na šé-er A-šùr-DÙG I-ku-pì-a DUMU Šu-Sú-en6 ù I-ku-pì-a DUMU Sú-ma-nim a-na ší-a-ma-tim a-na a-lim{ki} ú-bi4-il5,344
To the envoys from the City and the Kaneš Colony from the Station in Šamuha:,a-na ší-ip-ri ša a-lim ù kà-ri-im Kà-ni-iš qí-bi-ma um-ma wa-bar-tum ša Ša-mu-ha-ma,83
" Here we calmed down the palace in regard to the wool impounded by the palace, but the palace says: 'If you take half, then go ahead and take half, but if you do not take half <gap> ' <gap> we led from the palace.", a-na-kam a-šu-mì ša-áp-tim ša É.GAL-lúm iṣ-bu-tù-ni É.GAL-lam5 nu-ni-ih-ma um-ma É.GAL-lúm-ma šu-ma mì-iš-lá-am ta-lá-qé-a li-qé-a šu-ma lá ta-lá-qé-a <gap> lu ni-ir-de8,170
"They have given us 16 talents and 30 minas of wool and three black donkeys, and we have entrusted it to your envoys and they are leading them to you.",16 GÚ 30 ma-na SÍG.HI.A ù 3 ANŠE.HI.A ṣa-lá-mì i-dí-nu-ni-a-ti-ma a-na ší-ip-ri-ku-nu ni-ip-qí-id-ma i-ra-de8-ú-ni-ku-nu-tí,123
"Pilah-Ištar said to Enna-Suen: Pay the 2 1/2 mina of silver that your father and Taha owed to my father, and which is tied to the heads of those of them who are still alive!",um-ma Pí-lá-ah-Ištar-ma a-na En-na-Sú-en6-ma 2 1/2 ma-na KÙ.BABBAR ša a-bu-kà ù Ta-ha a-na a-bi-a ha-bu-lu-ni-ma KÙ.BABBAR ša i-na qá-qá-ad šál-mì-šu-nu ra-ak-sú li šu-qul um-ma,177
"He answered: "" <gap>of good copper <gap>he has not been paid.",um-ma šu-ut-ma <gap>ša URUDU SIG5 <gap>lá,41
"In total, 24 minas of silver from Karia.",ŠU.NIGIN 24 ma-na KÙ.BABBAR ša Kà-ri-a 4 né-pí-šu-ú,51
